,campaign_id,ad_type,date,spend,actions,audience,state,hair_color
4870,cbc77a75-ff48-4479-963b-7b2ceec19d08,photo,2017-04-19,760,"[{""source2"": 46, ""action"": ""views""}]",ME_pink_36-41,ME,pink
4872,cbc77a75-ff48-4479-963b-7b2ceec19d08,photo,2017-05-13,0,"[{""action"": ""views"", ""source1"": 55}, {""action"": ""views"", ""source1"": 83}, {""source2"": 46, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 8}, {""action"": ""conversions"", ""source1"": 75}]",ME_pink_36-41,ME,pink
4874,cbc77a75-ff48-4479-963b-7b2ceec19d08,photo,2017-04-02,0,"[{""action"": ""conversions"", ""source1"": 64}, {""action"": ""conversions"", ""source1"": 9}, {""action"": ""views"", ""source1"": 89}, {""action"": ""conversions"", ""source1"": 45}, {""source2"": 98, ""action"": ""conversions""}]",ME_pink_36-41,ME,pink
4876,cbc77a75-ff48-4479-963b-7b2ceec19d08,photo,2017-04-29,0,"[{""source2"": 24, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 86}]",ME_pink_36-41,ME,pink
4878,67b1edfa-be83-4629-9f64-d2473f16ea44,video,2017-04-09,14,"[{""source2"": 95, ""action"": ""views""}, {""action"": ""views"", ""source1"": 9}]",AL_blue_30-35,AL,blue
4880,67b1edfa-be83-4629-9f64-d2473f16ea44,photo,2017-05-03,405,"[{""source2"": 86, ""action"": ""conversions""}]",AL_blue_30-35,AL,blue
4882,67b1edfa-be83-4629-9f64-d2473f16ea44,photo,2017-04-24,114,[],AL_blue_30-35,AL,blue
4884,67b1edfa-be83-4629-9f64-d2473f16ea44,photo,2017-03-18,338,[],AL_blue_30-35,AL,blue
4886,67b1edfa-be83-4629-9f64-d2473f16ea44,video,2017-04-17,440,"[{""action"": ""conversions"", ""source1"": 96}, {""action"": ""views"", ""source1"": 4}, {""source2"": 46, ""action"": ""views""}]",AL_blue_30-35,AL,blue
4888,67b1edfa-be83-4629-9f64-d2473f16ea44,photo,2017-04-20,518,"[{""action"": ""conversions"", ""source1"": 69}, {""source2"": 39, ""action"": ""conversions""}, {""source2"": 17, ""action"": ""conversions""}, {""source2"": 89, ""action"": ""conversions""}]",AL_blue_30-35,AL,blue
4890,67b1edfa-be83-4629-9f64-d2473f16ea44,photo,2017-03-19,351,[],AL_blue_30-35,AL,blue
4892,67b1edfa-be83-4629-9f64-d2473f16ea44,video,2017-02-23,0,"[{""source2"": 23, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 9}, {""source2"": 5, ""action"": ""views""}, {""action"": ""views"", ""source1"": 63}, {""action"": ""conversions"", ""source1"": 66}]",AL_blue_30-35,AL,blue
4894,67b1edfa-be83-4629-9f64-d2473f16ea44,photo,2017-03-03,650,"[{""action"": ""views"", ""source1"": 16}, {""source2"": 88, ""action"": ""views""}, {""action"": ""views"", ""source1"": 19}]",AL_blue_30-35,AL,blue
4896,67b1edfa-be83-4629-9f64-d2473f16ea44,video,2017-03-12,30,"[{""action"": ""conversions"", ""source1"": 5}, {""action"": ""views"", ""source1"": 67}]",AL_blue_30-35,AL,blue
4898,67b1edfa-be83-4629-9f64-d2473f16ea44,photo,2017-02-26,418,"[{""source2"": 64, ""action"": ""conversions""}, {""source2"": 85, ""action"": ""views""}, {""action"": ""views"", ""source1"": 93}]",AL_blue_30-35,AL,blue
4900,67b1edfa-be83-4629-9f64-d2473f16ea44,video,2017-04-04,302,[],AL_blue_30-35,AL,blue
4902,67b1edfa-be83-4629-9f64-d2473f16ea44,photo,2017-03-30,0,"[{""source2"": 39, ""action"": ""conversions""}, {""source2"": 53, ""action"": ""views""}, {""source2"": 60, ""action"": ""conversions""}, {""source2"": 89, ""action"": ""views""}]",AL_blue_30-35,AL,blue
4904,67b1edfa-be83-4629-9f64-d2473f16ea44,photo,2017-03-20,144,"[{""source2"": 8, ""action"": ""views""}, {""source2"": 71, ""action"": ""views""}, {""source2"": 61, ""action"": ""conversions""}]",AL_blue_30-35,AL,blue
4906,67b1edfa-be83-4629-9f64-d2473f16ea44,video,2017-05-15,160,"[{""action"": ""conversions"", ""source1"": 31}, {""source2"": 70, ""action"": ""conversions""}]",AL_blue_30-35,AL,blue
4908,67b1edfa-be83-4629-9f64-d2473f16ea44,video,2017-04-29,164,"[{""action"": ""conversions"", ""source1"": 91}, {""action"": ""conversions"", ""source1"": 27}, {""source2"": 71, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 51}]",AL_blue_30-35,AL,blue
4910,f45c3278-5738-429d-9f0c-1898eaf39958,photo,2017-05-04,0,"[{""action"": ""views"", ""source1"": 3}, {""action"": ""conversions"", ""source1"": 10}]",MI_white_60-65,MI,white
4912,f45c3278-5738-429d-9f0c-1898eaf39958,video,2017-03-02,387,"[{""action"": ""views"", ""source1"": 41}, {""action"": ""views"", ""source1"": 79}, {""action"": ""views"", ""source1"": 64}, {""action"": ""conversions"", ""source1"": 88}, {""source2"": 52, ""action"": ""views""}]",MI_white_60-65,MI,white
4914,f45c3278-5738-429d-9f0c-1898eaf39958,photo,2017-04-03,627,"[{""action"": ""conversions"", ""source1"": 53}]",MI_white_60-65,MI,white
4916,f45c3278-5738-429d-9f0c-1898eaf39958,video,2017-04-11,708,"[{""source2"": 31, ""action"": ""conversions""}, {""source2"": 99, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 75}, {""source2"": 58, ""action"": ""conversions""}]",MI_white_60-65,MI,white
4918,f45c3278-5738-429d-9f0c-1898eaf39958,video,2017-04-07,374,"[{""source2"": 63, ""action"": ""conversions""}, {""source2"": 67, ""action"": ""views""}]",MI_white_60-65,MI,white
4920,f45c3278-5738-429d-9f0c-1898eaf39958,video,2017-03-17,0,"[{""action"": ""views"", ""source1"": 73}]",MI_white_60-65,MI,white
4922,f45c3278-5738-429d-9f0c-1898eaf39958,video,2017-03-11,195,"[{""source2"": 46, ""action"": ""conversions""}, {""source2"": 38, ""action"": ""views""}, {""action"": ""views"", ""source1"": 45}]",MI_white_60-65,MI,white
4924,f45c3278-5738-429d-9f0c-1898eaf39958,video,2017-04-06,963,"[{""source2"": 97, ""action"": ""conversions""}]",MI_white_60-65,MI,white
4926,f45c3278-5738-429d-9f0c-1898eaf39958,photo,2017-03-21,0,"[{""action"": ""views"", ""source1"": 98}, {""action"": ""conversions"", ""source1"": 46}, {""source2"": 83, ""action"": ""views""}, {""source2"": 49, ""action"": ""views""}, {""source2"": 62, ""action"": ""views""}]",MI_white_60-65,MI,white
4928,f45c3278-5738-429d-9f0c-1898eaf39958,photo,2017-03-07,453,"[{""action"": ""conversions"", ""source1"": 74}, {""action"": ""conversions"", ""source1"": 59}, {""action"": ""conversions"", ""source1"": 53}]",MI_white_60-65,MI,white
4930,f45c3278-5738-429d-9f0c-1898eaf39958,photo,2017-02-13,312,[],MI_white_60-65,MI,white
4932,45723eec-6b63-433f-a06d-f0656671cb48,video,2017-03-19,434,"[{""action"": ""conversions"", ""source1"": 20}, {""source2"": 83, ""action"": ""conversions""}, {""source2"": 30, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 98}, {""action"": ""views"", ""source1"": 68}]",NM_orange_54-59,NM,orange
4934,45723eec-6b63-433f-a06d-f0656671cb48,video,2017-04-23,825,"[{""action"": ""conversions"", ""source1"": 67}, {""action"": ""views"", ""source1"": 52}, {""action"": ""views"", ""source1"": 81}, {""action"": ""views"", ""source1"": 21}, {""source2"": 56, ""action"": ""views""}]",NM_orange_54-59,NM,orange
4936,45723eec-6b63-433f-a06d-f0656671cb48,photo,2017-03-02,536,"[{""source2"": 80, ""action"": ""conversions""}, {""source2"": 12, ""action"": ""conversions""}]",NM_orange_54-59,NM,orange
4938,45723eec-6b63-433f-a06d-f0656671cb48,video,2017-05-12,992,"[{""source2"": 74, ""action"": ""conversions""}, {""source2"": 49, ""action"": ""views""}, {""action"": ""views"", ""source1"": 33}, {""action"": ""conversions"", ""source1"": 44}]",NM_orange_54-59,NM,orange
4940,45723eec-6b63-433f-a06d-f0656671cb48,video,2017-05-14,9,"[{""action"": ""conversions"", ""source1"": 87}, {""source2"": 98, ""action"": ""views""}]",NM_orange_54-59,NM,orange
4942,45723eec-6b63-433f-a06d-f0656671cb48,video,2017-03-27,91,[],NM_orange_54-59,NM,orange
4944,45723eec-6b63-433f-a06d-f0656671cb48,video,2017-04-09,184,"[{""source2"": 60, ""action"": ""views""}]",NM_orange_54-59,NM,orange
4946,45723eec-6b63-433f-a06d-f0656671cb48,photo,2017-02-16,696,[],NM_orange_54-59,NM,orange
4948,45723eec-6b63-433f-a06d-f0656671cb48,photo,2017-04-04,28,"[{""action"": ""views"", ""source1"": 34}, {""source2"": 47, ""action"": ""views""}, {""source2"": 15, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 60}]",NM_orange_54-59,NM,orange
4950,45723eec-6b63-433f-a06d-f0656671cb48,photo,2017-02-26,805,"[{""action"": ""conversions"", ""source1"": 46}]",NM_orange_54-59,NM,orange
4952,45723eec-6b63-433f-a06d-f0656671cb48,photo,2017-03-26,376,"[{""action"": ""views"", ""source1"": 31}]",NM_orange_54-59,NM,orange
4954,45723eec-6b63-433f-a06d-f0656671cb48,photo,2017-04-12,714,"[{""source2"": 99, ""action"": ""views""}, {""source2"": 10, ""action"": ""views""}, {""source2"": 86, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 40}]",NM_orange_54-59,NM,orange
4956,45723eec-6b63-433f-a06d-f0656671cb48,photo,2017-05-01,339,"[{""action"": ""conversions"", ""source1"": 90}]",NM_orange_54-59,NM,orange
4958,45723eec-6b63-433f-a06d-f0656671cb48,photo,2017-03-01,749,[],NM_orange_54-59,NM,orange
4960,45723eec-6b63-433f-a06d-f0656671cb48,photo,2017-05-08,66,"[{""source2"": 63, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 49}, {""action"": ""views"", ""source1"": 70}, {""action"": ""conversions"", ""source1"": 1}, {""action"": ""views"", ""source1"": 3}]",NM_orange_54-59,NM,orange
4962,fdcc6442-2037-4168-a6b3-3c9f81a07853,video,2017-03-24,912,"[{""action"": ""views"", ""source1"": 46}, {""action"": ""conversions"", ""source1"": 7}, {""source2"": 49, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 8}, {""action"": ""views"", ""source1"": 1}]",MT_red_39-44,MT,red
4964,fdcc6442-2037-4168-a6b3-3c9f81a07853,photo,2017-03-08,783,"[{""source2"": 16, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 47}, {""source2"": 43, ""action"": ""conversions""}]",MT_red_39-44,MT,red
4966,fdcc6442-2037-4168-a6b3-3c9f81a07853,video,2017-04-29,931,"[{""action"": ""conversions"", ""source1"": 64}, {""source2"": 99, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 37}]",MT_red_39-44,MT,red
4968,fdcc6442-2037-4168-a6b3-3c9f81a07853,video,2017-05-03,408,"[{""source2"": 87, ""action"": ""views""}, {""source2"": 58, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 35}, {""action"": ""conversions"", ""source1"": 68}, {""action"": ""conversions"", ""source1"": 29}]",MT_red_39-44,MT,red
4970,fdcc6442-2037-4168-a6b3-3c9f81a07853,video,2017-04-20,676,[],MT_red_39-44,MT,red
4972,fdcc6442-2037-4168-a6b3-3c9f81a07853,photo,2017-03-06,35,"[{""action"": ""views"", ""source1"": 10}, {""action"": ""views"", ""source1"": 22}, {""source2"": 95, ""action"": ""conversions""}, {""source2"": 6, ""action"": ""views""}, {""source2"": 65, ""action"": ""conversions""}]",MT_red_39-44,MT,red
4974,fdcc6442-2037-4168-a6b3-3c9f81a07853,photo,2017-03-17,225,"[{""source2"": 93, ""action"": ""views""}, {""source2"": 63, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 69}]",MT_red_39-44,MT,red
4976,fdcc6442-2037-4168-a6b3-3c9f81a07853,photo,2017-03-07,762,[],MT_red_39-44,MT,red
4978,fdcc6442-2037-4168-a6b3-3c9f81a07853,photo,2017-05-06,911,"[{""action"": ""views"", ""source1"": 68}, {""source2"": 49, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 6}, {""source2"": 34, ""action"": ""views""}]",MT_red_39-44,MT,red
4980,fdcc6442-2037-4168-a6b3-3c9f81a07853,photo,2017-05-01,594,"[{""source2"": 76, ""action"": ""conversions""}, {""source2"": 89, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 57}, {""action"": ""conversions"", ""source1"": 36}, {""action"": ""views"", ""source1"": 83}]",MT_red_39-44,MT,red
4982,fdcc6442-2037-4168-a6b3-3c9f81a07853,video,2017-03-30,494,"[{""source2"": 43, ""action"": ""views""}, {""action"": ""views"", ""source1"": 2}, {""source2"": 1, ""action"": ""conversions""}, {""source2"": 89, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 36}]",MT_red_39-44,MT,red
4984,c36e7bc8-a8dd-4f0b-820f-03a1b5fd583f,video,2017-02-18,575,"[{""source2"": 65, ""action"": ""conversions""}, {""source2"": 76, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 8}, {""action"": ""conversions"", ""source1"": 87}]",NH_brown_39-44,NH,brown
4986,c36e7bc8-a8dd-4f0b-820f-03a1b5fd583f,video,2017-03-22,76,"[{""source2"": 8, ""action"": ""conversions""}, {""source2"": 82, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 52}]",NH_brown_39-44,NH,brown
4988,c36e7bc8-a8dd-4f0b-820f-03a1b5fd583f,photo,2017-02-19,92,"[{""action"": ""views"", ""source1"": 33}, {""action"": ""views"", ""source1"": 62}, {""source2"": 94, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 17}, {""action"": ""conversions"", ""source1"": 35}]",NH_brown_39-44,NH,brown
4990,c36e7bc8-a8dd-4f0b-820f-03a1b5fd583f,photo,2017-05-08,304,"[{""action"": ""conversions"", ""source1"": 36}, {""action"": ""conversions"", ""source1"": 43}, {""source2"": 57, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 19}, {""source2"": 24, ""action"": ""conversions""}]",NH_brown_39-44,NH,brown
4992,c36e7bc8-a8dd-4f0b-820f-03a1b5fd583f,photo,2017-03-06,616,"[{""action"": ""conversions"", ""source1"": 83}, {""action"": ""conversions"", ""source1"": 27}, {""source2"": 87, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 70}, {""source2"": 17, ""action"": ""views""}]",NH_brown_39-44,NH,brown
4994,c36e7bc8-a8dd-4f0b-820f-03a1b5fd583f,photo,2017-02-17,604,"[{""action"": ""views"", ""source1"": 63}, {""action"": ""views"", ""source1"": 41}]",NH_brown_39-44,NH,brown
4996,c36e7bc8-a8dd-4f0b-820f-03a1b5fd583f,photo,2017-03-01,842,"[{""source2"": 1, ""action"": ""views""}, {""source2"": 51, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 95}, {""source2"": 93, ""action"": ""views""}]",NH_brown_39-44,NH,brown
4998,c36e7bc8-a8dd-4f0b-820f-03a1b5fd583f,video,2017-05-04,668,"[{""action"": ""views"", ""source1"": 56}, {""source2"": 17, ""action"": ""conversions""}]",NH_brown_39-44,NH,brown
5000,c36e7bc8-a8dd-4f0b-820f-03a1b5fd583f,video,2017-04-18,0,[],NH_brown_39-44,NH,brown
5002,c36e7bc8-a8dd-4f0b-820f-03a1b5fd583f,photo,2017-05-15,855,"[{""action"": ""conversions"", ""source1"": 8}, {""action"": ""views"", ""source1"": 61}, {""source2"": 4, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 3}, {""action"": ""conversions"", ""source1"": 24}]",NH_brown_39-44,NH,brown
5004,c36e7bc8-a8dd-4f0b-820f-03a1b5fd583f,photo,2017-04-25,0,"[{""source2"": 67, ""action"": ""views""}, {""action"": ""views"", ""source1"": 6}, {""action"": ""conversions"", ""source1"": 49}]",NH_brown_39-44,NH,brown
5006,c36e7bc8-a8dd-4f0b-820f-03a1b5fd583f,video,2017-05-08,302,[],NH_brown_39-44,NH,brown
5008,c36e7bc8-a8dd-4f0b-820f-03a1b5fd583f,photo,2017-02-25,784,[],NH_brown_39-44,NH,brown
5010,c36e7bc8-a8dd-4f0b-820f-03a1b5fd583f,video,2017-02-23,230,"[{""action"": ""views"", ""source1"": 89}, {""action"": ""views"", ""source1"": 34}]",NH_brown_39-44,NH,brown
5012,c36e7bc8-a8dd-4f0b-820f-03a1b5fd583f,photo,2017-03-23,0,"[{""source2"": 60, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 20}, {""action"": ""conversions"", ""source1"": 64}, {""source2"": 72, ""action"": ""conversions""}]",NH_brown_39-44,NH,brown
5014,c36e7bc8-a8dd-4f0b-820f-03a1b5fd583f,photo,2017-04-24,476,"[{""action"": ""views"", ""source1"": 79}, {""action"": ""views"", ""source1"": 61}, {""action"": ""views"", ""source1"": 8}, {""action"": ""views"", ""source1"": 28}, {""source2"": 33, ""action"": ""views""}]",NH_brown_39-44,NH,brown
5016,c36e7bc8-a8dd-4f0b-820f-03a1b5fd583f,video,2017-02-16,717,"[{""action"": ""views"", ""source1"": 12}, {""action"": ""conversions"", ""source1"": 52}, {""action"": ""conversions"", ""source1"": 98}]",NH_brown_39-44,NH,brown
5018,e554a094-d325-4599-a41e-a1cb9e31c1dd,photo,2017-02-16,793,"[{""source2"": 95, ""action"": ""conversions""}, {""source2"": 14, ""action"": ""conversions""}, {""source2"": 20, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 85}]",MI_orange_24-29,MI,orange
5020,e554a094-d325-4599-a41e-a1cb9e31c1dd,video,2017-03-23,622,"[{""action"": ""conversions"", ""source1"": 22}]",MI_orange_24-29,MI,orange
5022,e554a094-d325-4599-a41e-a1cb9e31c1dd,video,2017-02-25,456,"[{""source2"": 64, ""action"": ""conversions""}, {""source2"": 47, ""action"": ""views""}, {""action"": ""views"", ""source1"": 9}, {""action"": ""views"", ""source1"": 77}]",MI_orange_24-29,MI,orange
5024,e554a094-d325-4599-a41e-a1cb9e31c1dd,video,2017-04-10,716,"[{""action"": ""conversions"", ""source1"": 9}, {""action"": ""views"", ""source1"": 31}]",MI_orange_24-29,MI,orange
5026,e554a094-d325-4599-a41e-a1cb9e31c1dd,photo,2017-04-10,851,"[{""source2"": 75, ""action"": ""views""}, {""source2"": 93, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 84}, {""action"": ""conversions"", ""source1"": 6}]",MI_orange_24-29,MI,orange
5028,e554a094-d325-4599-a41e-a1cb9e31c1dd,video,2017-03-12,782,"[{""source2"": 71, ""action"": ""conversions""}]",MI_orange_24-29,MI,orange
5030,e554a094-d325-4599-a41e-a1cb9e31c1dd,video,2017-05-04,590,"[{""action"": ""conversions"", ""source1"": 64}, {""source2"": 22, ""action"": ""views""}, {""source2"": 66, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 72}, {""action"": ""conversions"", ""source1"": 51}]",MI_orange_24-29,MI,orange
5032,e554a094-d325-4599-a41e-a1cb9e31c1dd,photo,2017-03-03,0,"[{""source2"": 98, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 63}, {""source2"": 89, ""action"": ""conversions""}]",MI_orange_24-29,MI,orange
5034,e554a094-d325-4599-a41e-a1cb9e31c1dd,video,2017-02-14,59,"[{""source2"": 91, ""action"": ""views""}, {""source2"": 0, ""action"": ""views""}, {""source2"": 32, ""action"": ""conversions""}, {""source2"": 62, ""action"": ""conversions""}, {""source2"": 77, ""action"": ""views""}]",MI_orange_24-29,MI,orange
5036,53ad0f1d-9952-4de9-a856-765d887fb9bb,video,2017-03-30,752,"[{""action"": ""views"", ""source1"": 45}, {""source2"": 91, ""action"": ""conversions""}, {""source2"": 60, ""action"": ""conversions""}]",NE_green_54-59,NE,green
5038,53ad0f1d-9952-4de9-a856-765d887fb9bb,photo,2017-03-08,829,"[{""action"": ""conversions"", ""source1"": 9}]",NE_green_54-59,NE,green
5040,53ad0f1d-9952-4de9-a856-765d887fb9bb,photo,2017-04-01,88,"[{""action"": ""views"", ""source1"": 19}, {""action"": ""views"", ""source1"": 3}, {""source2"": 33, ""action"": ""conversions""}]",NE_green_54-59,NE,green
5042,53ad0f1d-9952-4de9-a856-765d887fb9bb,photo,2017-05-14,501,"[{""source2"": 10, ""action"": ""views""}, {""source2"": 10, ""action"": ""views""}]",NE_green_54-59,NE,green
5044,53ad0f1d-9952-4de9-a856-765d887fb9bb,photo,2017-05-13,571,"[{""source2"": 71, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 5}, {""action"": ""views"", ""source1"": 30}]",NE_green_54-59,NE,green
5046,53ad0f1d-9952-4de9-a856-765d887fb9bb,video,2017-04-29,575,"[{""source2"": 7, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 98}, {""action"": ""views"", ""source1"": 83}]",NE_green_54-59,NE,green
5048,d02ff9b7-25d4-44f3-affb-ff7dee486d22,photo,2017-03-04,0,"[{""source2"": 69, ""action"": ""views""}, {""source2"": 2, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 4}, {""source2"": 60, ""action"": ""conversions""}, {""source2"": 62, ""action"": ""views""}]",OK_white_36-41,OK,white
5050,d02ff9b7-25d4-44f3-affb-ff7dee486d22,photo,2017-02-19,107,"[{""action"": ""views"", ""source1"": 90}, {""action"": ""views"", ""source1"": 30}, {""action"": ""conversions"", ""source1"": 83}]",OK_white_36-41,OK,white
5052,d02ff9b7-25d4-44f3-affb-ff7dee486d22,video,2017-03-30,630,"[{""action"": ""conversions"", ""source1"": 26}]",OK_white_36-41,OK,white
5054,d02ff9b7-25d4-44f3-affb-ff7dee486d22,video,2017-03-26,549,[],OK_white_36-41,OK,white
5056,d02ff9b7-25d4-44f3-affb-ff7dee486d22,photo,2017-04-12,85,"[{""action"": ""conversions"", ""source1"": 84}, {""source2"": 10, ""action"": ""conversions""}, {""source2"": 86, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 97}, {""action"": ""conversions"", ""source1"": 72}]",OK_white_36-41,OK,white
5058,d02ff9b7-25d4-44f3-affb-ff7dee486d22,video,2017-04-17,574,"[{""source2"": 85, ""action"": ""conversions""}, {""source2"": 8, ""action"": ""conversions""}, {""source2"": 62, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 95}]",OK_white_36-41,OK,white
5060,d02ff9b7-25d4-44f3-affb-ff7dee486d22,video,2017-04-26,0,"[{""action"": ""conversions"", ""source1"": 31}, {""source2"": 52, ""action"": ""views""}, {""source2"": 5, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 56}]",OK_white_36-41,OK,white
